arxiv,date,title,authors,categories,comments,report_no,journal_ref,doi,abstract,link,label
arXiv:2402.02919 ," Mon, 5 Feb 2024 11:38:33 GMT  (341kb,D) ", Attractors in STGR with Boundary Correction , Andronikos Paliathanasis , gr-qc hep-ph ," 17 pages, 4 figures ",NA,NA,NA,"   We investigate the asymptotic behavior of the cosmological field equations in Symmetric Teleparallel General Relativity, where a nonlinear function of the boundary term is introduced instead of the cosmological constant to describe the acceleration phase of the universe. Our analysis reveals constraints on the free parameters necessary for the existence of an attractor that accurately represents acceleration. However, we also identify asymptotic solutions depicting Big Rip and Big Crunch singularities. To avoid these solutions, we must impose constraints on the phase-space, requiring specific initial conditions. ",https://arxiv.org/abs/2402.02919,0
arXiv:2402.02944 ," Mon, 5 Feb 2024 12:17:52 GMT  (1398kb,D) ", Universality of holographic entanglement properties in holographic QCD , Zhibin Li , hep-th hep-ph ," 24 pages, 12 figures ",NA,NA,NA,"   We study the model dependence of entanglement properties in holographic QCD models in this work. We considered two representative holographic QCD models and examined various entanglement measures, including entanglement entropy, conditional mutual information, and entanglement of purification. Our analysis involved comparing the behaviors of these entanglement properties between the two models. We observed that the entanglement entropy obtained using the direct UV-cutoff renormalization method, showed significant dependence on the specific model used. However, other non-divergent entanglement measures, such as cutoff-independent entanglement entropy, conditional mutual information, and entanglement of purification, displayed model-independent properties in both numerical coordinates and standard coordinates. Additionally, we observed distinct phase transition behaviors of entanglement properties at the critical end point (CEP) and first-order phase transitions in both coordinates. Nonetheless, there were significant differences in the behavior of entanglement properties between numerical coordinates and standard coordinates. ",https://arxiv.org/abs/2402.02944,-1
arXiv:2402.03024 ," Mon, 5 Feb 2024 14:05:48 GMT  (3090kb,D) ", Improved analysis of isovector nucleon matrix elements with $N_f=2+1$  flavors of $\mathcal{O}(a)$ improved Wilson fermions ," Dalibor Djukanovic, Georg von Hippel, Harvey B. Meyer, Konstantin  Ottnad and Hartmut Wittig ", hep-lat hep-ph nucl-th ," 20 pages, 11 figures ", MITP-24-014 ,NA,NA,"   We present an update of our determination of the isovector charges $g_A^{u-d}$, $g_S^{u-d}$ and $g_T^{u-d}$, and the isovector twist-2 forward matrix elements $\langle x\rangle_{u-d}$, $\langle x\rangle_{\Delta u-\Delta d}$ and $\langle x\rangle_{\delta u-\delta d}$ on the $N_\mathrm{f}=2+1$ gauge ensembles generated by the Coordinated Lattice Simulations (CLS) effort. We have significantly extended our coverage of the parameter space by adding ensembles at the physical pion mass and fine lattice spacing, at nearly-physical pion masses and very fine lattice spacings, and at very large physical lattice volumes, enabling a well-controlled extrapolation to the physical point. Another major improvement is achieved owing to the extended range of source-sink separations, which allows us to perform two-state fits to summed correlator ratios, leading to a much higher level of control over excited-state effects. Systematic uncertainties from the chiral, continuum and infinite-volume extrapolations are incorporated via model averages based on the Akaike Information Criterion. Our final results at the physical point are $g_A^{u-d} = 1.254(19)_\mathrm{stat}(15)_\mathrm{sys}[24]_\mathrm{total}$, $g_S^{u-d} = 1.203(77)_\mathrm{stat}(81)_\mathrm{sys}[112]_\mathrm{total}$, $g_T^{u-d} = 0.993(15)_\mathrm{stat}(05)_\mathrm{sys}[16]_\mathrm{total}$, $\langle x\rangle_{u-d} = 0.153(15)_\mathrm{stat}(10)_\mathrm{sys}[17]_\mathrm{total}$, $\langle x\rangle_{\Delta u - \Delta d} = 0.207(15)_\mathrm{stat}(06)_\mathrm{sys}[16]_\mathrm{total}$, and $\langle x\rangle_{\delta u - \delta d} = 0.195(17)_\mathrm{stat}(15)_\mathrm{sys}[23]_\mathrm{total}$. While our results for the isovector charges are in excellent agreement with the FLAG\,21 averages, we note that our error for the tensor charge $g_T^{u-d}$ is considerably smaller. ",https://arxiv.org/abs/2402.03024,0
arXiv:2402.03054 ," Mon, 5 Feb 2024 14:37:23 GMT  (1267kb,D) ", The footprint of nuclear saturation properties on the neutron star $f$  mode oscillation frequencies: a machine learning approach ," Deepak Kumar, Tuhin Malik, and Hiranmaya Mishra ", nucl-th astro-ph.HE gr-qc hep-ph ," 16 pages, 7 figures ",NA,NA,NA,"   We investigate the intricate relationships between the non-radial \(f\) mode oscillation frequencies of neutron stars (NS)s and the corresponding nuclear matter equation of state (EOS) using a machine learning (ML) approach within the ambit of the relativistic mean field (RMF) framework for nuclear matter. With two distinct parameterizations of the Walecka model, namely, (1) with non-linear self interactions of the scalar field (NL) and, (2) a density dependent Bayesian model (DDB), we perform a thorough examination of the \(f\) mode frequency in relation to various nuclear saturation properties. The correlations between the \(f\) mode frequencies and nuclear saturation properties reveal, through various analytical and ML methods, the complex nature of NSs and their potential as the cosmic laboratory for studying extreme states of matter. A principal component analysis (PCA) has been performed using mixed datasets from DDB and NL models to discriminate the relative importance of the different components of the EOS on the $f$ mode frequencies. Additionally, a {\it Random forest feature importance} analysis also elucidates the distinct roles of these properties in determining the \(f\) mode frequency across a spectrum of NS masses. Our findings are further supported by symbolic regression searches, yielding high-accuracy relations with strong Pearson coefficients and minimal errors. These relations suggest new methodologies for probing NS core characteristics, such as energy density, pressure, and speed of sound from observations of non-radial \(f\) mode oscillations of NSs. ",https://arxiv.org/abs/2402.03054,0
arXiv:2402.03120 ," Mon, 5 Feb 2024 15:48:41 GMT  (2426kb,D) ", Cosmography with next-generation gravitational wave detectors ," Hsin-Yu Chen, Jose Mar\'ia Ezquiaga, Ish Gupta ", gr-qc astro-ph.CO astro-ph.HE hep-ph ," 27 pages, 11 figures. Invited article for special CQG issue on the  science of next-generation terrestrial gravitational wave detectors ",NA,NA,NA,"   Advancements in cosmology through next-generation ground-based gravitational wave observatories will bring in a paradigm shift. We explore the pivotal role that gravitational-wave standard sirens will play in inferring cosmological parameters with next-generation observatories, not only achieving exquisite precision but also opening up unprecedented redshifts. We examine the merits and the systematic biases involved in gravitational-wave standard sirens utilizing binary black holes, binary neutron stars, and neutron star-black hole mergers. Further, we estimate the precision of bright sirens, golden dark sirens, and spectral sirens for these binary coalescences and compare the abilities of various next-generation observatories (A^sharp, Cosmic Explorer, Einstein Telescope, and their possible networks). When combining different sirens, we find sub-percent precision over more than 10 billion years of cosmic evolution for the Hubble expansion rate $H(z)$. This work presents a broad view of opportunities to precisely measure the cosmic expansion rate, decipher the elusive dark energy and dark matter, and potentially discover new physics in the uncharted Universe with next-generation gravitational-wave detectors. ",https://arxiv.org/abs/2402.03120,0
arXiv:2402.03193 ," Mon, 5 Feb 2024 17:00:32 GMT  (4749kb,D) ", Spinning $Q$-ball Superradiance in 3+1D ," Guo-Dong Zhang, Fu-Ming Chang, Paul M. Saffin, Qi-Xin Xie, Shuang-Yong  Zhou ", hep-th gr-qc hep-ph ," 20 pages, 14 figures ", USTC-ICTS/PCFT-23-17 ,NA,NA,"   Recently, it has been found that a Q-ball can amplify waves incident upon it, due to rotation in the internal space and the interaction of the two modes in the complex scalar field. While the spherically symmetric 3D case has been investigated previously, here we explore the 3D axi-symmetric case, which is numerically much more challenging. The difficulty comes because a partial wave expansion is needed, and the different partial waves can not be separated, for either the background spinning Q-ball solution or the perturbative scattering on top of it. A relaxation method and a high dimensional shooting method are applied to compute the Q-ball solutions and the amplification factors respectively. We also classify the behavior of the amplification factors and we discuss their bounds and the superradiance criteria. ",https://arxiv.org/abs/2402.03193,0
arXiv:2402.03222 ," Mon, 5 Feb 2024 17:34:58 GMT  (236kb,D) ", The nonflow issue in connecting anisotropy measurements to hydrodynamics  in relativistic heavy-ion collisions , Fuqiang Wang , nucl-ex hep-ex hep-ph nucl-th ," 9 pages, 4 figs. This note points out a severe underestimation of  nonflow in the recent STAR preprint (arXiv:2401.06625) and deems the  extracted uranium deformation parameter premature. The note emphasizes, in  general terms, the importance of rigorous nonflow estimation before comparing  experimental anisotropy measurements to theoretical hydrodynamic calculations  to extract quantitative physics ",NA,NA,NA,"   Hydrodynamics can describe majority of the measured azimuthal anisotropies in relativistic heavy-ion collisions. Many of the anisotropy measurements are contaminated by nonflow correlations (i.e., those unrelated to global event-wise correlations). Those nonflow contamination can cause incorrectness or compromise the accuracy of the physics extracted from data-hydrodynamics comparison, particularly when one relies on subtle difference in the measurements. In the recent preprint by STAR (arXiv:2401.06625) extracting the Uranium nucleus deformation parameter, nonflow contamination is assessed by subevents in the limited STAR acceptance. In this note, we demonstrate that such assessment is inadequate and illustrate how large an effect nonflow can cause by using the HIJING model, in which all correlations are nonflow and non-hydrodynamic. We thereby conclude that the extracted Uranium deformation parameter is premature and emphasize the importance of an earnest assessment of or correction for nonflow contamination, not only for this STAR analysis but more generally for studies relying on comparing anisotropy measurements to hydrodynamic calculations. ",https://arxiv.org/abs/2402.03222,0
arXiv:2402.03236 ," Mon, 5 Feb 2024 17:53:12 GMT  (1149kb,D) ", The Disruption of Dark Matter Minihalos by Successive Stellar Encounters , Ian DSouza and Chris Gordon , astro-ph.GA astro-ph.CO hep-ph ," 23 pages, 11 figures ",NA,NA,NA,"   Scenarios such as the QCD axion with the Peccei-Quinn symmetry broken after inflation predict an enhanced matter power spectrum on sub-parsec scales. These theories lead to the formation of dense dark matter structures known as minihalos, which provide insights into early Universe dynamics and have implications for direct detection experiments. We examine the mass loss of minihalos during stellar encounters, building on previous studies that derived formulas for mass loss and performed N-body simulations. We propose a new formula for the mass loss that accounts for changes in the minihalo profile after disruption by a passing star. We also investigate the mass loss for multiple stellar encounters. We demonstrate that accurately assessing the mass loss in minihalos due to multiple stellar encounters necessitates considering the alterations in the minihalo's binding energy after each encounter, as overlooking this aspect results in a substantial underestimation of the mass loss. ",https://arxiv.org/abs/2402.03236,-1
arXiv:2402.01847 ," Fri, 2 Feb 2024 19:03:22 GMT  (900kb,D) ", Relativity of the event: examples in JT gravity and linearized GR ," Francesco Nitti, Federico Piazza and Alexander Taskov ", hep-th gr-qc ," 40 pages, 10 Figures. Comments welcome ",NA,NA,NA,"   Observables in quantum gravity are famously defined asymptotically, at the boundary of AdS or Minkowski spaces. However, by gauge fixing a coordinate system or suitably dressing the field operators, an approximate, ""quasi-local"" approach is also possible, that can give account of the measurements performed by a set of observers living inside the spacetime. In particular, one can attach spatial coordinates to the worldlines of these observers and use their proper times as a time coordinate. Here we highlight that any such local formulation has to face the relativity of the event, in that changing frame (= set of observers) implies a reshuffling of the point-events and the way they are identified. As a consequence, coordinate transformations between different frames become probabilistic in quantum gravity. We give a concrete realization of this mechanism in Jackiw-Teitelboim gravity, where a point in the bulk can be defined operationally with geodesics anchored to the boundary. We describe different ways to do so, each corresponding to a different frame, and compute the variances of the transformations relating some of these frames. In particular, we compute the variance of the location of the black hole horizon, which appears smeared in most frames. We then suggest how to calculate this effect in Einstein gravity, assuming knowledge of the wavefunction of the metric. The idea is to expand the latter on a basis of semiclassical states. Each element of this basis enjoys standard/deterministic coordinate transformations and the result is thus obtained by superposition. As a divertissement, we sabotage the familiar Lorentz boosts by adding to Minkoswki spacetime a quantum superposition of gravitational waves and compute the probabilistic transformation to a boosted frame in linearized gravity. Finally, we attempt to translate the relativity of the event in the language of dressed operators. ",https://arxiv.org/abs/2402.01847,0
arXiv:2402.02073 ," Sat, 3 Feb 2024 07:44:28 GMT  (19kb,D) "," The (1,0) tensor and hypermultiplets in loop space "," Dongsu Bak, Andreas Gustavsson ", hep-th , 40 pages ,NA,NA,NA,"   We show that the (1,0) tensor and hypermultiplet superconformal symmetry variations can be uplifted to loop space if we assume that two lightlike conformal Killing vectors commute. Upon dimensional reduction we make contact with five dimensional super-Yang-Mills and its nonabelian generalization that we subsequently uplift back to loop space where we conjecture a nonabelian generalization of the (1,0) superconformal symmetry variations and demonstrate their on-shell closure. ",https://arxiv.org/abs/2402.02073,0
arXiv:2402.02215 ," Sat, 3 Feb 2024 17:20:44 GMT  (210kb,AD) ", Near-horizon geometries and black hole thermodynamics in  higher-derivative AdS$_5$ supergravity ," Pablo A. Cano, Marina David ", hep-th , 41 pages and 1 figure; ancillary Mathematica notebook with  corresponding higher derivative results ,NA,NA,NA,"   Higher-derivative corrections in the AdS/CFT correspondence allow us to capture finer details of the dual CFT and to explore the holographic dictionary beyond the infinite N and strong coupling limits. Following an effective field theory approach, we investigate extremal AdS black hole solutions in five-dimensional supergravity with higher-derivative corrections. We provide a general analysis of near-horizon geometries of rotating extremal black holes and show how to obtain their corresponding charges and chemical potentials. We discuss the near-horizon solutions of the two-derivative theory, which we write using a novel parametrization that eases our computation of the higher-derivative corrections. The charges and thermodynamic properties of the black hole are computed while clarifying the ambiguities in their definitions. The charges and potentials turn out to satisfy a near-horizon version of the first law of thermodynamics whose interpretation we make clear. In the supersymmetric case, the results are shown to match the field theory prediction as well as previous results obtained from the on-shell action. ",https://arxiv.org/abs/2402.02215,-1
arXiv:2402.02253 ," Sat, 3 Feb 2024 20:15:32 GMT  (107kb) ", Rotating Black Holes in a Viable Lorentz-Violating Gravity: Finding  Exact Solutions Without Tears , Deniz O. Devecioglu and Mu-In Park , hep-th gr-qc ," 18 pages, 2 figures, 4 appendices ",NA,NA,NA,"   We introduce a two-step procedure for finding Kerr-type rotating black hole solutions without tears. Considering the low-energy sector of Horava gravity as a viable Lorentz-violating gravity in four dimensions which admits a different speed of gravity, we find the exact rotating black hole solutions (with or without cosmological constant). We find that the singular region extends to r < 0 region from the ring singularity at r = 0 in Boyer-Lindquist coordinates. There are two Killing horizons where g^rr = 0 and the black hole thermodynamics laws are still valid. We find the rotating black hole solutions with electromagnetic charges only when we consider the noble electromagnetic couplings, in such a way that the speed of light is the same as the speed of gravity. With the noble choice of couplings, our Lorentz-violating gravity can be consistent with the recently-observed time delay of the coincident GW and GRB signals. Furthermore, in Appendices, we show that (a) the uniqueness of the invariant line element ds^2 under Diff_F, contrary to LV action, (b) the solutions are the Petrov type I with four distinct principal null vectors, and (c) the Hamilton-Jacobi equation for the geodesic particles are not separable. ",https://arxiv.org/abs/2402.02253,0
arXiv:2402.02257 ," Sat, 3 Feb 2024 20:26:24 GMT  (475kb) ", Cooling and heating regions of Joule-Thomson expansion for AdS black  holes: Maxwell-power-Yang-Mills and Kerr Sen black holes ," Jafar Sadeghi, Mohammad Reza Alipour, Saeed Noori Gashti, Mohammad Ali  S. Afshar ", hep-th gr-qc ," 28 pages, 7 figures, 5 tables ",NA,NA,NA,"   In this paper, we explore the Joule-Thomson expansion (JTE) process for the Einstein-Power-Young-Mills (EPYM) and the AdS Kerr Sen (AKS) black holes. We study the effect of free parameters on the Joule-Thomson coefficient (JTC), the inversion curve, and the $T_i^{min}/T_{c}$. The isenthalpic curves of the AKS black hole show cooling or heating behavior depending on the inversion curve, which is affected by the mass and the parameters $b$ and $a$ of the black hole. If we assume the parameter $b$ to be zero, the results reduce to the Kerr-AdS black holes[1]. In [2,3], for the Einstein-Power-Yang-Mills AdS black hole with $q>1$ and $n=2$, the $T_i^{min}/T_{c}$ is $1/2$. But in this paper, for the AdS-Maxwell-power-Yang-Mills black hole, when $q>1$, the $T_i^{min}/T_{c}$ is almost equal to $1/2$ for the increase of Maxwell's charge $C$, and when $q=1/2$, the $T_i^{min}/T_{c}$ is equal to $1/2$ for all values of $C$. Also, when $1/2<q<1$, the $T_i^{min}/T_{c}$ is close to the value of $1/2$, and finally when $0<q<1/2$, the values of $T_i^{min}/T_{c}$ move away from the value of $1/2$, that is, they become smaller. For the AKS black hole, we found that for free parameters $a=0.00951$ and $b=0.00475$, the $T_i^{min}/T_{c}$ is almost $1/2$. Finally, we compare our findings with others in the literature and summarize our results in Tables 1-5. ",https://arxiv.org/abs/2402.02257,0
arXiv:2402.02422 ," Sun, 4 Feb 2024 09:39:46 GMT  (4316kb,D) ", Fermion-soliton scattering in a modified $\mathbb{CP}^{1}$ model , A. Yu. Loginov , hep-th ," 17 pages, 5 figures ",NA,NA,NA,"   The scattering of fermions in the background field of a topological soliton of the modified $(2 + 1)$-dimensional $\mathbb{CP}^{1}$ model is studied here both analytically and numerically. Unlike the original $\mathbb{CP}^{1}$ model, the Lagrangian of the modified model contains a potential term. Due to this, a dilatation zero mode of the topological soliton disappears, which results in stability of the fermion-soliton system. The symmetry properties of the fermion-soliton system are established, and the asymptotic forms of fermionic radial wave functions are studied. Questions related to the bound states of the fermion-soliton system are then discussed. General formulae describing the scattering of fermions are presented. The amplitudes of the fermion-soliton scattering are obtained in an analytical form within the framework of the Born approximation, and their symmetry properties and asymptotic forms are studied. The energy levels of the fermionic bound states and the partial phase shifts of fermionic scattering are obtained by numerical methods, and the ultrarelativistic limits of the partial phase shifts are found. ",https://arxiv.org/abs/2402.02422,0
arXiv:2402.02481 ," Sun, 4 Feb 2024 13:19:54 GMT  (848kb,D) ", Loops in AdS: From the Spectral Representation to Position Space III , Dean Carmi , hep-th , 14 figures ,NA,NA,NA,"   We study loop amplitudes in anti de-Sitter space via the spectral representation. We consider loops of spinning fields and in particular gauge fields, and derive various identities connecting different families of loop diagrams, at different loops, different spins, different masses. We derive an analytic expression for the exact 4-point correlation function of large-Nf conformal scalar QED in AdS. Additionally, we derive analytic expressions for bulk 2-point functions and boundary 4-point functions for various blob diagrams. Finally we study 4-point ladder diagrams with spinning fields, by using the spectral representation and 6J symbol. ",https://arxiv.org/abs/2402.02481,0
arXiv:2402.02584 ," Sun, 4 Feb 2024 18:53:11 GMT  (59kb,D) ", SYK Correlators from 2D Liouville-de Sitter Gravity ," Herman Verlinde, Mengyang Zhang ", hep-th ," 30 pages, 6 figures ",NA,NA,NA,"   We introduce and study a candidate gravity dual to the double scaled SYK model in the form of an exactly soluble 2D de Sitter gravity model consisting of two spacelike Liouville CFTs with complex central charge adding up to $c_+ + c_- = 26$. In [1] it was shown that the two-point function of physical operators in a doubled SYK model matches in the semi-classical limit with the Green's function of a massive scalar field in 3D de Sitter space. As further evidence of the duality, we adapt a result from Zamolodchikov to compute the boundary two-point function of the 2D Liouville-de Sitter gravity model on a disk and find that it reproduces the exact DSSYK two-point function to all orders in $\lambda=p^2/N$. We describe how the 2D Liouville-de Sitter gravity model arises from quantizing 3D de Sitter gravity. ",https://arxiv.org/abs/2402.02584,-1
arXiv:2402.02722 ," Mon, 5 Feb 2024 04:36:56 GMT  (8516kb,D) ", Dilatonic Geometrodynamics of a Two-Dimensional Curved Surface due to a  Quantum Mechanically Confined Particle ," Leo Rodriguez, Shanshan Rodriguez, Zhenzhong Xing, L. R. Ram-Mohan ", hep-th ," 9 pages, 15 figures ",NA,NA,NA,"   We provide a unique and novel extension of da Costa's calculation of a quantum mechanically constrained particle by analyzing the perturbative back reaction of the quantum confined particle's eigenstates and spectra upon the geometry of the curved surface itself. We do this by first formulating a two dimensional action principle of the quantum constrained particle, which upon wave function variation reproduces Schr\""odinger's equation including da Costa's surface curvature induced potentials. Given this action principle, we vary its functional with respect to the embedded two dimensional inverse-metric to obtain the respective geometrodynamical Einstein equation. We solve this resulting Einstein equation perturbatively by first solving the da Costa's Schr\""odinger equation to obtain an initial eigensystem, which is used as initial-input data for a perturbed metric inserted into the derived Einstein equation. As a proof of concept, we perform this calculation on a two-sphere and show its first iterative perturbed shape. We also include the back reaction of a constant external magnetic field in a separate calculation. The geometrodynamical analysis is performed within a two dimensional dilation gravity analog, due to several computational advantages. ",https://arxiv.org/abs/2402.02722,0
arXiv:2402.03240 ," Mon, 5 Feb 2024 17:56:24 GMT  (33kb) ", Presymplectic minimal models of local gauge theories ," Ivan Dneprov, Maxim Grigoriev, and Vyacheslav Gritzaenko ", hep-th math-ph math.MP ,NA,NA,NA,NA,"   We elaborate on the recently proposed notion of a weak presymplectic gauge PDE. It is a $\mathbb{Z}$-graded bundle over the space-time manifold, equipped with a degree $1$ vector field and a compatible graded presymplectic structure. This geometrical data naturally defines a Lagrangian gauge field theory. Moreover, it encodes not only the Lagrangian of the theory but also its full-scale Batalin-Vilkovisky (BV) formulation. In particular, the respective field-antifield space arises as a symplectic quotient of the super-jet bundle of the initial fiber bundle. A remarkable property of this approach is that among the variety of presymplectic gauge PDEs encoding a given gauge theory we can pick a minimal one that usually turns out to be finite-dimensional, and unique in a certain sense. The approach can be considered as an extension of the familiar AKSZ construction to not necessarily topological and diffeomorphism-invariant theories. We present a variety of examples including $p$-forms, chiral Yang-Mills theory, Holst gravity, and conformal gravity. We also explain the explicit relation to the non-BV-BRST version of the formalism, which happens to be closely related to the covariant phase space and the multisymplectic approaches. ",https://arxiv.org/abs/2402.03240,0
arXiv:2402.03297 ," Mon, 5 Feb 2024 18:54:08 GMT  (380kb,D) ", Gravitational index of the heterotic string ," Yiming Chen, Sameer Murthy, Gustavo J. Turiaci ", hep-th gr-qc , 45pp ,NA,NA,NA,"   The fundamental heterotic string has a tower of BPS states whose supersymmetric index has an exponential growth in the charges. We construct the saddle-point of the gravitational path integral corresponding to this index. The saddle-point configuration is a supersymmetric rotating non-extremal Euclidean black hole. This configuration is singular in the two-derivative theory. We show that the addition of higher-derivative terms in four-dimensional $N=2$ supergravity resolves the singularity. In doing so, we extend the recently-developed ""new attractor mechanism"" to include the effect of higher-derivative terms. Remarkably, the one-loop, four-derivative F-term contribution to the prepotential leads to a precise match of the gravitational and microscopic index. We also comment, using the effective theory near the horizon, on the possibility of a string-size near-extremal black hole. Our results clarify the meaning of different descriptions of this system in the literature. The thermal state transitions to a winding condensate and a gas of strings without ever reaching a small black hole, while the index is captured by the rotating Euclidean black hole solution and is constant and thus smoothly connected to the microscopic ensemble. ",https://arxiv.org/abs/2402.03297,0
arXiv:2311.09330 ," Wed, 15 Nov 2023 19:37:02 GMT  (17kb) Date (revised v2): Thu, 14 Dec 2023 18:28:11 GMT  (11kb) Date (revised v3): Thu, 25 Jan 2024 10:32:50 GMT  (11kb) ", Coulomb-nuclear interference in elastic proton scattering in the eikonal  approach , M. L. Nekrasov , hep-ph hep-th nucl-th ," v2: significantly reduced text; v3: added discussion of ambiguity of  $O(\alpha)$-approximation of amplitude, 12 pages ",NA, Phys.Lett.B 849 (2024) 138485 , 10.1016/j.physletb.2024.138485 ,"   We find exact solution in the Cahn eikonal model, which describes Coulomb-nuclear interference in elastic scattering of charged hadrons. The cases of both point-like and extended particles equipped with electromagnetic form factors are considered. According to the solution obtained the Coulomb-nuclear contributions are not exponentiated and cannot be added to the Coulomb phase. At the same time, the $O(\alpha)$-approximation of the amplitude is ambiguous, which makes it unsuitable for data processing. ",https://arxiv.org/abs/2311.09330,0
arXiv:2402.02049 ," Sat, 3 Feb 2024 05:53:19 GMT  (18kb) ", Red or Blue Tensor Spectrum from GW170817-compatible  Einstein-Gauss-Bonnet Theory: A Detailed Analysis ," V.K. Oikonomou, Pyotr Tsyba, Olga Razina ", gr-qc astro-ph.CO hep-th , EPL Accepted ,NA,NA,NA,"   In this work we shall prove that the tensor spectral index of the primordial tensor perturbations for GW170817-compatible Einstein-Gauss-Bonnet theories, takes the approximate simplified form $n_{\mathcal{T}}\simeq 2\left(-1+\frac{1}{\lambda(\phi)} \right)\epsilon_1$ at leading order, with $\lambda (\phi)$ being a function of the scalar field which depends on the scalar field potential and the second derivative of the scalar-Gauss-Bonnet coupling $\xi''(\phi)$. With our analysis we aim to provide a definitive criterion for selecting Einstein-Gauss-Bonnet models that can provide a blue-tilted inflationary phenomenology, by simply looking at the scalar potential and the scalar-Gauss-Bonnet coupling. We shall prove this using two distinct approaches and as we show the tilt of the tensor spectral index is determined by the values of the potential $V(\phi)$ and of scalar-Gauss-Bonnet coupling at first horizon crossing. Specifically the blue-tilted tensor spectral index can occur when $\xi''(\phi_*)V(\phi_*)>0$ at first horizon crossing. ",https://arxiv.org/abs/2402.02049,0
arXiv:2402.02050 ," Sat, 3 Feb 2024 05:57:04 GMT  (1696kb,D) ", Non-minimal Derivative Coupling Theories Compatible with GW170817 , V.K. Oikonomou , gr-qc astro-ph.CO hep-th , NPB Accepted ,NA,NA,NA,"   In this work we aim to revive the interest for non-minimal derivative coupling theories of gravity, in light of the GW170817 event. These theories include a string motivated non-minimal kinetic term for the scalar field of the form $\sim \xi(\phi) G^{\mu\nu}\partial_\mu\phi\partial_\nu\phi$ and predict that the primordial tensor perturbations have a speed that it is distinct from the speed of light. Due to the fact that the Universe is classical during and in the post-inflationary epoch, there is no fundamental reason for the graviton to change its mass, the GW170817 event severely constrained these theories. We analyze and formalize the inflationary phenomenology of these theories, using both the latest Planck data and the GW170817 event data to constrain these theories. Due to the fact that there is no constraint in the choice of the scalar potential and the non-minimal coupling function, we provide several classes of viable models, using convenient forms of the minimal coupling function in terms of the scalar potential, aiming for analyticity, and we discuss the advantages and disadvantages of each viable model. ",https://arxiv.org/abs/2402.02050,0
arXiv:2402.02362 ," Sun, 4 Feb 2024 06:11:54 GMT  (336kb,D) "," Unification of Symmetries Inside Neural Networks: Transformer,  Feedforward and Neural ODE "," Koji Hashimoto, Yuji Hirono, Akiyoshi Sannai ", cs.LG cs.AI hep-th physics.comp-ph ," 11 pages, 3 figures ", KUNS-2992 ,NA,NA,"   Understanding the inner workings of neural networks, including transformers, remains one of the most challenging puzzles in machine learning. This study introduces a novel approach by applying the principles of gauge symmetries, a key concept in physics, to neural network architectures. By regarding model functions as physical observables, we find that parametric redundancies of various machine learning models can be interpreted as gauge symmetries. We mathematically formulate the parametric redundancies in neural ODEs, and find that their gauge symmetries are given by spacetime diffeomorphisms, which play a fundamental role in Einstein's theory of gravity. Viewing neural ODEs as a continuum version of feedforward neural networks, we show that the parametric redundancies in feedforward neural networks are indeed lifted to diffeomorphisms in neural ODEs. We further extend our analysis to transformer models, finding natural correspondences with neural ODEs and their gauge symmetries. The concept of gauge symmetries sheds light on the complex behavior of deep learning models through physics and provides us with a unifying perspective for analyzing various machine learning architectures. ",https://arxiv.org/abs/2402.02362,2
arXiv:2402.02534 ," Sun, 4 Feb 2024 15:27:51 GMT  (221kb,D) "," Black holes and regular black holes in coincident  $f(\mathbb{Q},\mathbb{B}_Q)$ gravity coupled to nonlinear electrodynamics "," Jos\'e Tarciso S. S. Junior, Francisco S. N. Lobo, Manuel E. Rodrigues ", gr-qc hep-th ," 21 pages, 10 figures ",NA,NA,NA,"   In this work, we consider an extension of the symmetric teleparallel equivalent of General Relativity (STEGR), namely, $f(\mathbb{Q})$ gravity, by including a boundary term $\mathbb{B}_Q$, where $\mathbb{Q}$ is the non-metricity scalar. More specifically, we explore static and spherically symmetric black hole and regular black hole solutions in $f(\mathbb{Q},\mathbb{B}_Q)$ gravity coupled to nonlinear electrodynamics (NLED). In particular, to obtain black hole solutions, and in order to ensure that our solutions preserve Lorentz symmetry, we assume the following relation $f_Q = -f_B$, where $f_{Q}=\partial f/\partial\mathbb{Q}$ and $f_{B}= \partial f/\partial\mathbb{B}_Q$. We develop three models of black holes, and as the starting point for each case we consider the non-metricity scalar or the boundary term in such a way to obtain the metric functions $A(r)$. Additionally, we are able to express matter through analytical solutions for specific NLED Lagrangians ${\cal L}_{\rm NLED}(F)$. Furthermore, we also obtain generalized solutions of the Bardeen and Culetu types of regular black holes, by imposing specific metric functions. ",https://arxiv.org/abs/2402.02534,0
